id,title,original_language,vote_average,tags
31714,Space Pirate Captain Harlock,ja,7.4,action adventure animation sci fi fantasy pirate based on manga space opera space pirate anime makio inoue akira kamiya noriko ohara chiyoko kawashima rihoko yoshida leiji matsumoto when a mysterious invader from the stars catches earth unawares only the legendary space pirate captain harlock and the crew of the arcadia have the will to stand against them
114497,Ultimate Note,zh,8.2,drama mystery based on novel or book supernatural survival bromance tomb raiding joseph zeng xiao yuliang hani kyzy liu yuning fan ming the story focuses on wu xie who was born in a family of tomb explorers trying to find the secrets of a mysterious event decades ago with his friends
221301,Pokémon Concierge,ja,7.442,animation family concierge slice of life stop motion based on video game tropical island anime original net animation ona non fairouz ai eita okuno welcome to pokémon resort a peaceful getaway for pokémon to relax and have fun which adorable guest will the new concierge haru befriend and help first
130765,Love All Play,ja,6.8,animation based on novel or book sports slice of life school tournament bromance badminton anime natsuki hanae yohei azakami makoto furukawa kensho ono tetsuya kakihara ryou joins a powerhouse badminton team to chase his dreams and surpass the rival he once admired
201502,Zíngara,es,10.0,soap drama andrea del boca gabriel corrado maría rosa gallo lydia lamaison juan palomino enrique torres nicolás del boca
276288,Hotel Inhumans,ja,7.8,animation drama action adventure hotel assassin based on manga anime yusuke kobayashi hinano shirahama the best hotels must meet certain standards including the finest cuisine ways to relax and entertainment of course they also need the best selection of weapons reliable ways to falsify one s identity and ways to dispose of evidence in this hotel at the border of death stand two concierges ikuro hoshi and sara haizaki what kinds of requests will the assassins have for them next
232923,"Casey, Crime Photographer",en,7.0,darren mcgavin jan miner george harmon coxe the morning express photographer hangs out at new york s blue note cafe and tells bartender ethelbert of his various exploits and adventures ann is an express reporter and casey s girlfriend
19673,Opposite Lives,pt,7.0,drama action adventure soap romance telenovela maytê piragibe léo rosa heitor martinez lavínia vlasak marcelo serrado marcílio moraes opposite lives tells the story of miguel leo rosa a young rich man of a traditional family and joana maytê piragibe a student and tourist guide who lives in a slum although dating an elegant and rich fashion designer erínia lavínia vlasak miguel and joana fall in love for each other and they decide to get married
138346,Sisbro,fr,8.0,comedy samuel bambi yassine hitch camille lavabre tokou bogui ugo marchand
69293,Little Witch Academia,ja,7.9,animation sci fi fantasy comedy action adventure kids witch magic fairy friendship school dragon wizard school life anime academia academy based on short film magic school adventure friend megumi han michiyo murase fumiko orikasa chinatsu akasaki yoko hikasa when she was a little girl atsuko akko kagari saw a magic show performed by a witch named shiny chariot from that day on she wanted to be just like her enrolling at luna nova magical academy and having no magical background can she become a witch like her idol shiny chariot
2589,Head of the Class,en,6.385,comedy family classroom nerd high school teacher teen comedy manhattan new york city sitcom gifted children billy connolly william g schilling jeannetta arnette michael delorenzo dan frischman rich eustis head of the class is an american sitcom that ran from 1986 to 1991 on the abc television network the series follows a group of gifted students in the individualized honors program at the fictional monroe high school in manhattan and their history teacher charlie moore the program was ostensibly a vehicle for hesseman best known for his role as radio dj dr johnny fever in the sitcom wkrp in cincinnati hesseman left head of the class in 1990 and was replaced by billy connolly as teacher billy macgregor for the final season after the series ended connolly appeared in a short lived spin off titled billy the series was created and executive produced by rich eustis and michael elias rich eustis had previously worked as a new york city substitute teacher while hoping to become an actor
33101,Poland's Next Top Model,pl,6.0,reality modeling joanna krupa michał piróg top model zostań modelką is an ongoing reality documentary based on tyra banks america s next top model that pits contestants from poland against each other in a variety of competitions to determine who will win the title of the next polish top model and a lucrative modeling contract with next agency as well as an appearance on the cover of the polish issue of glamour and a nationwide max factor campaign in hopes of a successful future in the modeling business
17039,Emperor Wang Gun,ko,3.2,war politics drama historical figure period drama historical goryeo dynasty 9th century daeha choi soo jong seo in seok kim yeong cheol kim hye ri chang gi young taejo wang geon was a 200 episode korean drama starring choi soo jong in the title role it became very successful reaching very high ratings around 60
137437,National Treasure: Edge of History,en,6.711,action adventure treasure hunt based on movie lisette olivera catherine zeta jones zuri reed antonio cipriano jordan rodrigues marianne wibberley cormac wibberley while searching for history s greatest treasure jess valenzuela unburies her family s secret past
42980,The Story of Saiunkoku,ja,7.0,animation action adventure drama sci fi fantasy politics romance shoujo anime ancient china based on light novel houko kuwashima tomokazu seki hikaru midorikawa shuichi ikeda nobuyuki hiyama saiunkoku is a world of eight provinces or houses each named after a different colour the new emperor shi ryuuki has gained for a reputation for being uninterested in courtly matters and for flaunting his love for men shuurei although born of the important kou family has difficulty making ends meet she easily accepts an invitation to be the emperor s concubine in order to turn him into a good ruler the mysterious seiran a young man who was adopted by her father goes with her as ryuuki s bodyguard entering the imperial palace revives shuurei s dream of being a court official and together with the many companions she meets along the way continues moving bravely forward while trying to fend off the emperor s advances
50325,The Pet Girl of Sakurasou,ja,7.608,animation comedy drama cat artists life dormitory romance slice of life coming of age school life anime game development encouragement based on light novel yoshitsugu matsuoka ai kayano mari nakatsu natsumi takamori takahiro sakurai sorata kanda a high school sophomore living in sakurasou the den of their academy s problem children spends his days being dragged around by the strange residents swearing he s going to escape sakurasou one day
7525,Eleventh Hour,en,6.603,drama mystery crime sci fi fantasy fbi remake scientist environmental procedural criminal consultant rufus sewell marley shelton stephen gallagher dr jacob hood is a brilliant biophysicist and special science advisor to the government who investigates scientific crises and oddities his crusade is to protect the substance of science against those who would abuse and misuse scientific discoveries for their own gain
247831,Mandala Murders,hi,7.241,crime drama mystery detective mythology murder thriller vaani kapoor vaibhav raj gupta surveen chawla gopi puthran when a series of ritualistic murders shakes a small town a detective and an ex cop must investigate a mystery with deep ties to their pasts
153277,Filodoxies,el,4.5,soap giannis vouros loukia papadaki lila kafantari theofilos vandoros natalia lionaki ada gourbali
76725,Swashbuckle,en,6.5,family reality game show family sophia nomvete gemma hunt conor mcnamara a game show where children compete to win back the jewels belonging to gem captain sinker and pirates cook and line are out there to stop the kids from getting the jewels back if all five jewels are retrieved one of the nasty pirates will walk the plank into he ships mess
9240,Love & War,en,6.4,comedy chicago illinois restaurant dating sitcom newspaper columnist jay thomas annie potts joel murray joanna gleason michael nouri diane english a woman running a bar in new york city while trying to maintain a romance with an egotistical opinionated columnist
234,My Gym Partner's a Monkey,en,6.435,animation comedy kids tom kenny grey delisle rick gomez phil lamarr nika futterman julie mcnally cahill timothy cahill my gym partner s a monkey is an american animated television series created by tim cahill and julie mcnally cahill and produced by cartoon network studios the story revolves around adam lyon a human who after a clerical error listed his surname as lion is forced to transfer to charles darwin middle school a school for local anthropomorphic zoo animals where he is partnered with jake spidermonkey in gym with whom he quickly becomes best friends
70391,Philip K. Dick's Electric Dreams,en,7.025,sci fi fantasy drama futuristic anthology cyberpunk based on short story blade runner philip k dick a diverse anthology of ambitious moving tales inspired by philip k dick s short stories
38585,Hard,fr,6.3,comedy drama natacha lindinger françois vincentelli fanny sidney axel wursten charlie dupont cathy verney hard is a french television series created and produced by cathy verney airing since 9 may 2008 on canal in france and later internationally the series focuses on the pornographic movie industry it is part of the new trilogy collection on canal
262831,My Merry Marriage,ko,6.4,family comedy drama fashion designer romance family telenovela soap marketing director park ha na park sang nam kim sa kwon lee yeon doo yang mi kyung song jung rim a delightful family drama that asks the true meaning of happiness by showing various aspects of marriage such as divorce remarriage and single life and brings about empathy and laughter from all generations maeng gong hee is a contract designer at jayce fashion having inherited her strong mother s spirit and her former detective father s athletic ability she is a rare wild woman these days who has the guts to survive even if she were to be stranded on a deserted island gu dan soo is the grandson of jayce fashion chairman hwang ik seon and born to a wealthy father and a poor mother dan soo who was living as a free spirit in a foreign country comes to korea according to his grandmother s plan to make a successor to the chairman out of him and he reunites with childhood friend maeng gong hee once again
273940,Marnali,tr,3.8,drama crime action adventure gürkan uygun melike i̇pek yalova mert dogan elif uslusoy osman albayrak ali reşat a man of traditions is released with an amnesty after many years in prison while plotting revenge against his enemies in the mafia who put him in this situation he seeks ways to win back his estranged son
122369,Fuuto PI,ja,7.33,animation action adventure sci fi fantasy mystery detective monster police supernatural sequel superhero bromance based on manga combat super power supervillain seinen anime based on tv series henshin heroes urban fantasy yoshimasa hosoya koki uchiyama akira sekine mikako komatsu makoto furukawa sometime after the events of kamen rider w shotaro hidari and philip continue to solve crimes and fight evil as superhero detectives in the windy city of fuuto
261011,A Love Story of Oiled Paper Umbrella,zh,8.5,drama mystery investigation demon hunter costume drama romantic fantasy yu menglong li zixuan june wu zhong lili he hua supreme court s nan fengyi and demon broker meng xizhou cross paths through a crime leading her to apprentice under him as they team up to capture demons their growing bond is tested when meng xizhou’s inner demon takes control and nan fengyi discovers the demonic core she lost resides within him
239053,My Stand-In,th,8.219,drama based on novel or book transmigration angst boys love bl psychological romance phuripan sapsangsawat poompat iam samang jirakit thawornwong tanathorn charoenratanaporn possathorn wittanyaprechapol shui qian cheng joe a stuntman reincarnated into another s body after an accident reconnects with ming who seeks answers about joe s mysterious second chance at life
120748,Dr. Baby Dust,ru,8.0,drama mikhail khimichev olesya vlasova pyotr rykov ekaterina tyshkevich sergey kalantay
74057,Rangrasiya,hi,7.3,comedy drama reality sanaya irani ashish sharma ananya khare padam bhola tarun khanna rangrasiya tells us the story of a village girl from a rural village in rajasthan and an bsd officer who are met at an encounter by bsd army
65123,Celebrity Name Game,en,5.3,craig ferguson laura robinson richard gerrits celebrity name game is an american syndicated game show which premiered on september 22 2014 based on the board game identity crisis created by laura robinson and richard gerrits the series was developed by courteney cox and david arquette s coquette productions and was originally pitched as a primetime series for cbs with craig ferguson as host the series was later picked up by fremantlemedia and debmar mercury as a syndicated series for 2014 with ferguson who left the late late show on december 19 2014 remaining as host as well as an executive producer the series marks coquette s first foray into game shows the show was subsequently renewed for a second season which premiered on september 21 2015
78132,The Water Margin,zh,9.1,drama based on novel or book literature song dynasty 960 1279 the trials and tribulations of 108 outlaws during the mid song dynasty
75975,Tada Never Falls in Love,ja,7.411,animation comedy drama photography romance slice of life coming of age school anime school club yuichi nakamura manaka iwami mamoru miyano shino shimoji yuuichirou umehara mitsuyoshi tada a boy who has never known love is taking pictures of the cherry blossoms in full bloom when he meets teresa wagner a transfer student from luxembourg upon arriving in japan she got lost separated from her travel companion mitsuyoshi helps her and brings her to his grandfather s coffee shop
46414,Kanokon,ja,6.75,animation drama sci fi fantasy comedy based on manga ecchi anime romantic ayako kawasumi kumiko nishihara risa hayamizu youto kazama miyu takeuchi katsumi nishino kouta has girl troubles of the supernatural sort for some reason he keeps attracting the attention and affections of animal spirits having spent most of his life in the country kouta is understandably nervous when he moves in with his grandma to attend a high school in the big city he hoped to make a good impression but having chizuru a beautiful fox spirit hanging off his arm didn t seem to be the sort of image he wanted to have she s not alone in her love for kouta either nozomu a wolf spirit as well as other youkai have their sights set on the hapless country boy
32037,Alphablocks,en,0.0,animation kids family 3d animation alphablocks is a british children s educational television programme that attempts to teach children how to spell with the use of animated blocks representing each letter it is animated by blue zoo and produced by alphablocks ltd
82716,Land Rober Tunai Show,gl,0.0,talk comedy variety show land rober tunai show is two continuous hours of humor guests music comedy collaborators and has the direct participation of the audience in the studio
118663,The Man Who Fell to Earth,en,7.433,sci fi fantasy based on novel or book alien life form chiwetel ejiofor naomie harris annelle olaleye clarke peters bill nighy jenny lumet alex kurtzman an extraterrestrial alien arrives on earth at a turning point in human evolution and must confront his own past to determine our future
272485,This Thriving Land,zh,9.4,drama based on novel or book period drama rural setting yang mi ou hao ni dahong qin hailu xing fei on her wedding day ning xiuxiu the daughter of tianqiang temple village s richest man is kidnapped by bandits her father refuses to pay the ransom marrying her sister to her childhood sweetheart instead in defiance xiuxiu cuts ties with her family and marries farmer feng dajiao learning the value of land and community inspired by revolutionary ideals she empowers village women to challenge feudal beliefs and leads efforts against banditry and the japanese invasion
209415,Sunday with Laura Kuenssberg,en,2.8,news talk politics current affairs laura kuenssberg the big names behind the big stories laura kuenssberg talks to those making the news inside and outside politics
86200,Burning Hearts,pt,7.9,soap remake romcom telenovela mariana ximenes malvino salvador joão baldasserini jayme matarazzo agatha moreira daniel ortiz tancinha is a charming fruit seller known for her hot temper who gets torn between an explosive relationship with passionate truck driver apolo her neighbour and childhood sweetheart and an irresistible attraction for beto a lady killer who will not take no for an answer the girl ends up being caught up in a family feud over the disappearance of her father whom she believed to be dead tancinha will leave a path of turmoil along her way to unveil this mystery
6632,The Young Marrieds,en,4.333,brenda benet peggy mccay paul picerni susan brown michael t mikler the young marrieds is an american daytime soap opera which aired on abc from october 5 1964 to march 25 1966 the program was created by james elward and written by elward with frances rickett authors john pascal and francine pascal also wrote for the series it was produced in hollywood by selig seligman through his production company selmur productions producers included richard dunn and eugene barr the serial was directed by frank pacelli mike lawrence was the series announcer
103960,Richard Osman's House of Games,en,6.1,comedy talk game show trivia celebrity panel michael sheen each week a group of four famous faces go toe to toe in testing their general knowledge skills in a variety of entertaining games
238843,The Fable,ja,7.74,animation comedy action adventure crime assassin organized crime based on manga seinen anime intense kazuyuki okitsu miyuki sawashiro kana hanazawa akio otsuka a legendary hitman trained to become the world s best assassin is asked to lay low for a year by the head of his crime family
104390,Halb 12,de,0.0,talk ruprecht eser
252020,Love of My Life,es,7.25,drama racism period drama cotton plantation maría josé camacho sergio herrera jair romero carlos manuel vesga ricardo mejía asier aguilar the young and fierce daughter of a wealthy landowner falls for a charismatic young laborer—only for their families to tear them apart
65249,ERASED,ja,8.463,animation drama mystery child abuse detective assassin time travel supernatural elementary school murder dysfunctional family serial killer based on manga framed for murder school life angst seinen anime drastic change of life abusive mother butterfly effect desperate malicious time skip anxious psychological inspirational suspense dramatic critical sentimental admiring amused compassionate empathetic sympathetic tragic shinnosuke mitsushima tao tsuchiya minami takayama satoru fujinuma is a struggling manga artist who has the ability to turn back time and prevent deaths when his mother is killed he turns back time to solve the mystery but ends up back in elementary school just before the disappearance of his classmate kayo
35988,Star Factory,ru,5.0,reality igor matvienko igor krutoy konstantin meladze nataliia mohylevska lyubov kazarnovskaya ilya bachurin fabrika zvyozd sometimes known internationally as star factory is a popular russian television talent show that aired on channel one from 2002 until 2007 it was the russian version of the endemol format operación triunfo
278658,"Love, Take Two",ko,8.8,comedy family drama single mother yum jung ah park hae joon choi yoon ji kim min kyu kim sun young yu je won a single mom and her medical student daughter have entered an unexpected second act in their lives a story of love that is not an end but a beginning that comes to them as they decide to live happily today instead of tomorrow
90811,Avenue 5,en,6.551,comedy sci fi fantasy starship satire space tourism comforting hugh laurie josh gad lenora crichlow zach woods nikki amuka bird armando iannucci 40 years in the future space captain ryan clark and the crew of the luxury space cruise ship avenue 5 navigate disgruntled passengers and unexpected events after experiencing technical difficulties onboard
251505,San Psema,el,0.0,drama comedy katerina geronikolou nikos polideropoulos charis sozos alexandros bourdoumis marina vronti stavros potamaris a necessary lie told by a father to his young daughter will lead to a love story with unexpected developments and twists everything that was familiar and dear is suddenly lost and gives way to absence and insecurity but the father s love is always there and he will do everything he can to guard the happiness of little alice without hesitation but life holds new surprises this time beautiful full of love and emotion but not without misunderstandings and difficult decisions
30519,German Television Award,de,8.0,reality awards show
42042,Kaeloo,fr,8.5,animation family kids comedy cartoon game 3d animation rémi chapotot dorothée pousséo emmanuel garijo féodor atkine philippe spiteri rémi chapotot antoine rota jean françois henry in the super cute country a happy band of animals invents lots of games to avoid boredom
113216,Berlin direkt,de,0.0,news shakuntala banerjee theo koll
290436,Banzo,pt,7.0,soap drama randal juliano maria helena dias osmano cardoso arnaldo weiss francisco cuoco walther negrão roberto freire
210003,Are You Safe?,zh,7.594,drama action adventure safe internet suspense tan jianci rong zishan veronica he lei zhao wei cao dun huang yan wei li haishu it tells the story of qin huai zhou you and chen mo the three musketeers who traveled in the online world although they have different personalities they all adhere to the initial intention of science and technology to be good the three men joined forces in the process of confronting an internet illegal gang again and again suspicion to the story of liver and gallbladder
75165,Sabe' Gar,ar,6.583,comedy drama neighbor relationship family neighborhood complex dalal abdelaziz sherine haidy karam osama abbas sarrah abdelrahman nadine khan heba yousry ayten amin set in a middle class cairo apartment building the seventh neighbour weaves together the private lives of residents who project happiness and stability to the world while quietly battling their own secrets struggles and conflicts behind closed doors with interconnected storylines spanning love marriage family pressure and social tension it s a warm relatable ensemble drama about the hidden lives of ordinary people living side by side
3793,Invader ZIM,en,8.507,animation comedy sci fi fantasy family invasion stupidity misanthrophy alien school robot disguise science and technology snacks spaceship richard steven horvitz andy berman rosearik rikki simons melissa fahn lucille bliss jhonen vasquez zim dreams of greatness unfortunately though he s hopelessly inept as a space invader desperate to be rid of the annoying zim his planet s leaders send him on a mission to infiltrate earth providing him with leftover cobbled together equipment to their consternation zim succeeds in setting up a base on earth and infiltrating human culture posing as a human child as he plots the planet s downfall only zim s archnemesis dib recognizes that zim is an alien and of course nobody believes dib s claims
69084,Monster Strike,ja,4.8,action adventure animation sci fi fantasy game based on video game anime yusuke kobayashi jun fukushima lynn yoko hikasa taishi murata ren homura returns to his former residence yet he feels very uncomfortable he possesses no memory of having lived there without warning or his permission a game called monster strike installs itself into ren s smartphone monsters of the game then literally fly out from his smartphone and start fighting on streets watching the fighting in amazement ren starts picking up his lost memories
153697,Ayakashi Triangle,ja,7.05,animation comedy action adventure sci fi fantasy exorcism supernatural romance slice of life ninja based on manga ecchi shounen anime gender swap shoya chiba miyu tomita kana ichinose tessyo genda haruka tomatsu japan may be brimming with mysterious monsters called ayakashi but they have a special exorcist ninja force to counter the threat young exorcist ninja matsuri spends his days fighting ayakashi to protect his childhood friend suzu but when an ayakashi cat named shirogane shows up things get turned upside down
9790,Ladies Man,en,7.3,comedy sitcom blended family alfred molina sharon lawrence stephen root alexa penavega kaley cuoco chris thompson ladies man is a television sitcom series starring alfred molina as husband father son ex husband and son in law who lives with a number of women under one roof the show was first broadcast on september 20 1999 and lasted for two seasons on cbs until june 27 2001 the series co starred betty white and is perhaps most memorable for reuniting white and her golden girls co stars rue mcclanahan and estelle getty in one of the later episodes
21058,The Monkey King: Quest for the Sutra,cn,7.0,comedy dicky cheung wai kin eric kot man fai sam lee edmond leung hon man jimmy lin chih ying every 200 million years a cosmic storm weakens celestial powers unleashing the heaven demon to stop it a chosen one must retrieve the three pure land sutras guided by three meteorite incarnations as destiny unfolds an epic battle between good and evil begins
70603,The Classic of Mountains and Seas,zh,10.0,drama action adventure china romance hans zhang gulnezer bextiyar kenny kwan chi bun gao weiguang leo wu based on a classical text the drama tells the tale of a royal who is abandoned at the young age of ten because of a prophecy that said he would kill his father as he grows up he must deal with two parts of him that fight between good and evil
214079,The Tailor,tr,7.455,drama mystery period drama tailor turkish çağatay ulusoy salih bademci şifanur gül olgun şimşek onur güvenatam a famous tailor begins to sew a wedding dress for his best friend’s fiancée – but all three have dark secrets that will soon upend their lives
72412,Chandra Nandni,hi,5.7,action adventure shweta basu prasad rajat tokas tanu khan saanvi talwar uorfi javed ekta kapoor a historical drama based on the love story between king chandragupta maurya and his wife nandni king suryagupta maurya and his queen moora are expecting a baby and visit the kingdom of magadh for the vasant utsav later suryagupta finds out a shocking truth about queen avantika of magadh
17518,Make It or Break It,en,7.7,drama gymnastics training sports teen drama josie loren ayla kell cassie scerbo holly sorensen set in the world of competitive gymnastics the series follows a group of teen olympic hopefuls as they train for their day in the spotlight
85233,The Defence,pl,6.975,crime drama drug abuse based on novel or book kidnapping pedophilia career woman prosecution career investigation man woman relationship court police lawsuit alcoholism murder jail lawyer criminal policeman intrigue death prosecutor amphetamine woman lawyer innocent kids warsaw poland father son relationship father daughter relationship sister sister relationship romany child abduction law advocate battery charge kingmaker reversal defending counsel applicant judicial assistant assurance policy magdalena cielecka filip pławiak piotr żurawski jakub gierszał three year old nikola szlezyngier disappears in unexplained circumstances and her parents angelika and dawid are the main suspects angelika contacts an old friend joanna chylka a brilliant cynical and successful lawyer to help with her new apprentice kordian joanna will try to bring the case to a happy close
4461,Rove,en,7.5,comedy variety show nick maxwell rove mcmanus rove formerly rove live was an australian television variety show which premiered on the nine network on 22 september 1999 before moving to network ten which aired the program from 2000 until november 2009 the show was hosted by comedian rove mcmanus and featured an ensemble cast who presented various segments throughout the course of the show the show won the logie award for most popular light entertainment program five times
61953,Forevermore,tl,7.2,comedy drama romance business melodrama enrique gil liza soberano sofia andres joey marquez lilet jay fernando this is the story of xander the rebellious and irresponsible unico hijo of a hotel magnate and the feisty and hardworking strawberry jam queen of la trinidad benguet agnes xander and agnes’ extraordinary relationship starts after an intoxicated xander crash lands his parachute into a strawberry truck to teach him a lesson his parents made him pay for the damages he caused by making him work at the strawberry farm under the guidance of agnes and other strawberry farmers
85813,Zazá,pt,7.5,soap drama fernanda montenegro ney latorraca nathália timberg paulo goulart cecil thiré lauro césar muniz santos dumont s daughter marisa dumont known as zazá flies over the eiffel tower in a replica of the 14 bis during one of her flights she decides to find guardian angels to protect her seven children
20432,SPEED GRAPHER,ja,6.964,animation crime jealousy parent child relationship photographer fetish greed photography dysfunctional family domestic abuse bdsm anime psychological suspenseful kei shindo yuji takada toshiyuki morikawa hiro yuuki hisao egawa in the new tokyo where every fetish has a face burned out war photographer tatsumi saiga is slumming in the tabloid wasteland sent to dig up dirt on the underground elite he stumbles upon a depraved ritual below the city—and before the night ends a single kiss from a young beauty named kagura tennouzu ignites a chain of events that could force the entire ruling class to their knees
90591,Pecado Mortal,pt,6.0,soap crime drama fernando pavão simone spoladore vitor hugo palomma duarte betty lago carlos lombardi
120283,Metropolis,nl,0.0,documentary stef biemans
227955,Gone with the Rain,zh,10.0,drama comedy romance historical cousin relationship reverse harem melodrama love square wang yuwen zhang nan sun yizhou zhao yingbo liu meitong she was once the bold and gruff descendant from a noble family who turned into the most famous courtesan in shiliyangchang she has endured countless grievances all because she fell in love with a man however the journey of love is as long as the road to the past present and future she ll trek it day and night just to win a glance
114068,The Offer,en,8.002,drama based on true story godfather filmmaking entertainment industry miles teller matthew goode dan fogler burn gorman colin hanks michael tolkin oscar winning producer al ruddy’s never before revealed experiences of making the iconic 1972 film the godfather that francis ford coppola directed and adapted with mario puzo
205599,Fox Spirit Matchmaker: Red-Moon Pact,zh,6.3,drama magic fox supernatural romance fantasy world wuxia xianxia based on manhua fantasy yang mi gong jun guo xiaoting miles wei hu lianxin tushan honghong a fox spirit from the righteous tushan fox clan saves dongfang yuechu a human youth pursued by his lifelong enemy by chance as they spend time together in tushan a bond gradually forms between them ultimately they join forces with their loved ones to combat the forces of evil in order to fulfill their shared desire for peace between their two clans
95558,The Power,en,6.088,sci fi fantasy mystery drama adolescence based on novel or book super power transgender provocative critical bold wry toni collette halle bush ria zmitrowicz auliʻi cravalho toheeb jimoh naomi alderman claire wilson sarah quintrell raelle tucker the world of the power is our world but for one twist of nature suddenly teenage girls develop the power to electrocute people at will following remarkable characters from london to seattle nigeria to eastern europe the power evolves from a tingle in teenagers’ collarbones to a complete reversal of power balance
33843,Bantatay,tl,0.0,sci fi fantasy drama comedy dog family raymart santiago gelli de belen camille prats krystal reyes renz valerio bantatay or the guardian is a drama comedy fantasy series from gma network featuring raymart santiago gelli de belen jennica garcia and carl guevarra the show premiered on september 20 2010 replacing langit sa piling mo the show also airs on gma pinoy tv worldwide which premiered two days later september 22 2010 from the original airdate due to high ratings bantatay initially extended its 10 week run by 3 weeks before finally being extended until february 25 2011 the show was originally to be replaced by alakdana but alakdana was moved to the timeslot previously occupied by ang yaman ni lola after eat bulaga bantatay was inspired by the 1995 american film fluke as well as the hit the children s tv series 100 deeds for eddie mcdowd
94772,Everybody Stand By,zh,3.0,reality competition variety show reality show chen kaige zhang ziyi francis ng kara hui ying hung wang zhifei 50 different actors and actresses come together to get tested their acting abilities while 4 esteemed directors will be coaching and challenging them to see who advances to the next stage who will survive until the end to become the best actor
198170,"Play It Cool, Guys",ja,7.15,animation comedy romance slice of life bromance based on manga anime boys josei iyashikei chiaki kobayashi koki uchiyama yuuichirou umehara shoya chiba satomi sato despite their distinctive personalities souma shiki hayate ichikura shun futami and takayuki mima all have one thing in common though naturally clumsy the four disguise their embarrassment from tiny slip ups by maintaining a composed demeanor however it is actually the guys airheaded natures that makes the girls hearts throb no matter what happens in their daily lives the boys do their best not to lose their cool
76148,Derry Girls,en,8.142,comedy drama female friendship high school northern ireland catholic school teen comedy sitcom 1990s the troubles north ireland 1966 98 teenager hilarious bold cheerful saoirse monica jackson louisa harland nicola coughlan jamie lee o donnell dylan llewellyn lisa mcgee amidst the political conflict of northern ireland in the 1990s five secondary school students square off with the universal challenges of being a teenager
46126,Brave Woman,pt,7.2,soap drama romance human trafficking telenovela nanda costa rodrigo lombardi cláudia raia totia meireles giovanna antonelli glória perez a moving tale of courage and resilience in the struggle for freedom – this is the role that life has cast for headstrong morena in brave woman raised in a poor neighborhood in the outskirts of rio de janeiro this tough and humble woman will spare no effort to protect her family and gain her independence
71834,Manyu Scroll,ja,7.938,animation comedy action adventure samurai sword magic based on manga historical edo period seinen ecchi anime minako kotobuki aki toyosaki kaoru mizuhara misato fukuen kenji hamada in the taiheimeji era the tokugawa shogunate values breasts highly equating them with wealth and status the manyu clan government allies know secret techniques for breast enhancement detailed in a scroll chifusa the clan s heir flees with this scroll rebelling against the oppressive norms set by her clan
243512,The Blossoming Love,zh,8.0,sci fi fantasy drama based on novel or book romance costume drama xianxia romantic fantasy vin zhang sun zhenni wang duo zhang yaqin wu yuheng in ancient times the human emperor zhao ming petitioned on behalf of the people and sacrificed himself to resist the divine realm after zhao ming s fall his beloved hun dunzhu risked her life to save a wisp of his soul setting up the cycle of reincarnation for eternity in the distant future zhao ming reincarnated as xie xuechen the leader of the immortal alliance while hun dunzhu became the holy maiden mu xuanling in the dark domain the two finally reunited in the mortal realm but had forgotten their past becoming adversaries in a righteous versus evil struggle mu xuanling saved the heavily injured xie xuechen in the dark domain and coerced him to travel together in gratitude for saving his life
155213,Mahua's Fun Age,zh,5.0,reality comedy shen teng ma li allen chang yuan huang cailun shen teng and ma li led the team to set off with twelve wonderful worlds in the play twelve immersive role games and twelve smiling faces filled with tears high energy acting skills hilarious reversals and unexpected touches are all full twist all the staff take you into the play
134865,Wolf Pack,en,7.581,sci fi fantasy drama based on novel or book werewolf lycanthrope armani jackson bella shepard tyler lawrence gray chloe rose robertson sarah michelle gellar jeff davis when a raging wildfire releases a supernatural creature four young adults find themselves drawn together under a full moon
87164,Heavenly Sword and Dragon Slaying Sabre,zh,7.3,drama action adventure based on novel or book wuxia 14th century yuan dynasty joseph zeng chen yuqi zhu xudan zhang chaoren kathy chow hoi mei near the end of the yuan dynasty different camps of fighters wreak havoc in the realm of combat there are rumors that the possessor of dragon slaying saber and heavenly sword can become the invincible fighter
733,Sabrina: The Animated Series,en,6.8,animation sci fi fantasy comedy family witch magic middle school black cat talking cat lighthearted amused familiar emily hart melissa joan hart nick bakay jay brazeau jason michas savage steve holland kat likkel an animated prequel to the live action show sabrina the teenage witch the series features 12 year old sabrina spellman who s half mortal and half witch though few people know of her powers and her mortal uncle frequently warns her not to use her magic to solve problems sabrina still borrows spells from the spookie jar and gets into trouble with her friend harvey
1834,Friday Night with Jonathan Ross,en,6.074,comedy talk celebrity jonathan ross jonathan ross s take on current topics of conversation guest interviews and live music from both a guest music group and the house band
114847,Crimes,fr,0.0,documentary jean marc morandini jean marc morandini
61833,Expedition Unknown,en,8.0,documentary reality action adventure treasure hunt history josh gates the adventures of josh gates as he investigates unsolved iconic stories across the globe
138492,The Spiderwick Chronicles,en,6.9,action adventure family based on novel or book dark fairy tale fantasy fairies joy bryant noah cottrell lyon daniels mychala lee jack dylan grazer aron eli coleite the coming of age story of the grace family as they move from new york to michigan and into their family s ancestral home upon arrival the family not only uncovers mysteries hidden inside their great grandfather s spiderwick estate but also discovers a secret fantastical world around them
44037,The Hollow Crown,en,7.427,drama history period drama a series of british television films featuring william shakespeare s history plays
